173-55: Bevölkerung nach Migrationsstatus, Geschlecht und Altersgruppen
Gebietsschlüssel;Gebietseinheit;Zeit;Alter von ... bis unter ... Jahren;Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung mit Migrationshintergrund 1);Bevölkerung ohne Migrationshintergrund;Bevölkerung ohne Migrationshintergrund
;;;;insgesamt;insgesamt;davon;davon;davon;davon;davon;davon
;;;;;;Ausländer;Ausländer;Eingebürgerte 2);Eingebürgerte 2);Aussiedler 3);Aussiedler 3)
;;;;insgesamt;weiblich;insgesamt;weiblich;insgesamt;weiblich;insgesamt;weiblich;insgesamt;weiblich
04011332;Neue Vahr Nord (Ortsteil);2013-12-31;25 - 30;348;168;117;66;110;49;121;53;293;135
04011332;Neue Vahr Nord (Ortsteil);2013-12-31;30 - 50;1289;700;564;330;344;180;381;190;703;359
04011332;Neue Vahr Nord (Ortsteil);2013-12-31;50 - 65;712;379;206;118;220;106;286;155;652;328
04011332;Neue Vahr Nord (Ortsteil);2013-12-31;65 oder mehr;439;244;113;54;130;66;196;124;1079;670
04011332;Neue Vahr Nord (Ortsteil);2013-12-31;Insgesamt;4296;2239;1322;729;1493;743;1481;767;3494;1869
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;unter 6;121;52;12;2;62;26;47;24;48;23
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;6 - 15;161;80;21;9;106;54;34;17;53;21
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;15 - 18;43;23;12;7;22;12;9;4;30;13
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;18 - 25;148;85;29;17;73;37;46;31;198;104
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;25 - 30;142;65;36;15;56;24;50;26;135;64
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;30 - 50;509;272;197;118;163;78;149;76;437;210
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;50 - 65;411;253;97;63;152;91;162;99;428;235
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;65 oder mehr;417;270;116;65;145;99;156;106;851;561
04011334;Neue Vahr Südwest (Ortsteil);2013-12-31;Insgesamt;1952;1100;520;296;779;421;653;383;2180;1231
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;unter 6;325;156;51;25;171;81;103;50;76;30
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;6 - 15;397;175;67;29;251;106;79;40;126;58
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;15 - 18;126;57;49;24;47;22;30;11;63;29
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;18 - 25;280;130;92;44;104;42;84;44;314;154
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;25 - 30;286;135;115;65;80;32;91;38;257;129
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;30 - 50;1120;578;498;301;367;166;255;111;761;356
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;50 - 65;745;409;226;128;251;135;268;146;775;400
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;65 oder mehr;468;282;145;76;174;107;149;99;1097;707
04011335;Neue Vahr Südost (Ortsteil);2013-12-31;Insgesamt;3747;1922;1243;692;1445;691;1059;539;3469;1863
0401134;Horn-Lehe (Stadtteil);2013-12-31;unter 6;427;201;68;29;236;110;123;62;658;318
0401134;Horn-Lehe (Stadtteil);2013-12-31;6 - 15;581;284;92;44;384;183;105;57;1069;523
0401134;Horn-Lehe (Stadtteil);2013-12-31;15 - 18;157;82;27;12;109;58;21;12;469;223
0401134;Horn-Lehe (Stadtteil);2013-12-31;18 - 25;820;408;460;225;227;111;133;72;2041;1009
0401134;Horn-Lehe (Stadtteil);2013-12-31;25 - 30;808;380;500;237;168;68;140;75;1338;637
0401134;Horn-Lehe (Stadtteil);2013-12-31;30 - 50;1796;923;889;468;636;315;271;140;4776;2306
0401134;Horn-Lehe (Stadtteil);2013-12-31;50 - 65;727;379;238;118;345;180;144;81;3562;1911
0401134;Horn-Lehe (Stadtteil);2013-12-31;65 oder mehr;532;311;143;70;189;115;200;126;5683;3443
0401134;Horn-Lehe (Stadtteil);2013-12-31;Insgesamt;5848;2968;2417;1203;2294;1140;1137;625;19596;10370
04011341;Horn (Ortsteil);2013-12-31;unter 6;83;39;12;8;42;15;29;16;123;51
04011341;Horn (Ortsteil);2013-12-31;6 - 15;123;61;13;9;82;38;28;14;260;123
04011341;Horn (Ortsteil);2013-12-31;15 - 18;49;26;3;1;35;18;11;7;108;56
04011341;Horn (Ortsteil);2013-12-31;18 - 25;78;44;21;13;43;22;14;9;243;122
04011341;Horn (Ortsteil);2013-12-31;25 - 30;61;34;25;14;23;12;13;8;155;78
04011341;Horn (Ortsteil);2013-12-31;30 - 50;335;179;107;67;170;80;58;32;886;444
04011341;Horn (Ortsteil);2013-12-31;50 - 65;159;87;37;20;85;45;37;22;756;399
04011341;Horn (Ortsteil);2013-12-31;65 oder mehr;124;76;23;10;44;27;57;39;1211;721
04011341;Horn (Ortsteil);2013-12-31;Insgesamt;1012;546;241;142;524;257;247;147;3742;1994
04011342;Lehe (Ortsteil);2013-12-31;unter 6;87;43;19;7;46;25;22;11;154;77
04011342;Lehe (Ortsteil);2013-12-31;6 - 15;141;73;25;14;94;48;22;11;269;136
04011342;Lehe (Ortsteil);2013-12-31;15 - 18;32;15;9;1;20;13;3;1;146;67
04011342;Lehe (Ortsteil);2013-12-31;18 - 25;556;268;373;182;120;60;63;26;1141;554
04011342;Lehe (Ortsteil);2013-12-31;25 - 30;524;221;388;169;77;27;59;25;624;266
04011342;Lehe (Ortsteil);2013-12-31;30 - 50;630;301;424;198;141;72;65;31;1509;708
04011342;Lehe (Ortsteil);2013-12-31;50 - 65;199;98;74;36;94;45;31;17;1071;592
04011342;Lehe (Ortsteil);2013-12-31;65 oder mehr;123;79;31;14;44;30;48;35;1671;1057
04011342;Lehe (Ortsteil);2013-12-31;Insgesamt;2292;1098;1343;621;636;320;313;157;6585;3457
04011343;Lehesterdeich (Ortsteil);2013-12-31;unter 6;257;119;37;14;148;70;72;35;381;190
04011343;Lehesterdeich (Ortsteil);2013-12-31;6 - 15;317;150;54;21;208;97;55;32;540;264
04011343;Lehesterdeich (Ortsteil);2013-12-31;15 - 18;76;41;15;10;54;27;7;4;215;100
04011343;Lehesterdeich (Ortsteil);2013-12-31;18 - 25;186;96;66;30;64;29;56;37;657;333
04011343;Lehesterdeich (Ortsteil);2013-12-31;25 - 30;223;125;87;54;68;29;68;42;559;293
04011343;Lehesterdeich (Ortsteil);2013-12-31;30 - 50;831;443;358;203;325;163;148;77;2381;1154
04011343;Lehesterdeich (Ortsteil);2013-12-31;50 - 65;369;194;127;62;166;90;76;42;1735;920
04011343;Lehesterdeich (Ortsteil);2013-12-31;65 oder mehr;285;156;89;46;101;58;95;52;2801;1665
04011343;Lehesterdeich (Ortsteil);2013-12-31;Insgesamt;2544;1324;833;440;1134;563;577;321;9269;4919
04011351;Borgfeld (Ortsteil);2013-12-31;unter 6;145;76;9;4;90;47;46;25;472;246
04011351;Borgfeld (Ortsteil);2013-12-31;6 - 15;243;122;19;7;183;93;41;22;921;466
04011351;Borgfeld (Ortsteil);2013-12-31;15 - 18;70;25;25;5;40;18;5;2;298;138
04011351;Borgfeld (Ortsteil);2013-12-31;18 - 25;78;35;30;16;40;19;8;0;386;180
04011351;Borgfeld (Ortsteil);2013-12-31;25 - 30;40;21;22;12;13;7;5;2;147;73
04011351;Borgfeld (Ortsteil);2013-12-31;30 - 50;434;248;183;114;183;91;68;43;2470;1271
04011351;Borgfeld (Ortsteil);2013-12-31;50 - 65;173;84;65;31;76;37;32;16;1489;726
04011351;Borgfeld (Ortsteil);2013-12-31;65 oder mehr;112;56;35;19;43;17;34;20;1480;786
04011351;Borgfeld (Ortsteil);2013-12-31;Insgesamt;1295;667;388;208;668;329;239;130;7663;3886
0401136;Oberneuland (Stadtteil);2013-12-31;unter 6;224;112;33;17;109;54;82;41;401;200
0401136;Oberneuland (Stadtteil);2013-12-31;6 - 15;274;133;51;23;187;93;36;17;829;362
0401136;Oberneuland (Stadtteil);2013-12-31;15 - 18;98;53;24;12;56;33;18;8;315;153
0401136;Oberneuland (Stadtteil);2013-12-31;18 - 25;180;91;69;38;82;40;29;13;601;303
0401136;Oberneuland (Stadtteil);2013-12-31;25 - 30;122;70;45;29;38;20;39;21;304;145
0401136;Oberneuland (Stadtteil);2013-12-31;30 - 50;686;392;304;173;254;150;128;69;2521;1336
0401136;Oberneuland (Stadtteil);2013-12-31;50 - 65;417;226;120;69;203;107;94;50;2236;1110
0401136;Oberneuland (Stadtteil);2013-12-31;65 oder mehr;293;154;75;40;113;62;105;52;3366;1853
0401136;Oberneuland (Stadtteil);2013-12-31;Insgesamt;2294;1231;721;401;1042;559;531;271;10573;5462
04011361;Oberneuland (Ortsteil);2013-12-31;unter 6;224;112;33;17;109;54;82;41;401;200
04011361;Oberneuland (Ortsteil);2013-12-31;6 - 15;274;133;51;23;187;93;36;17;829;362
04011361;Oberneuland (Ortsteil);2013-12-31;15 - 18;98;53;24;12;56;33;18;8;315;153
04011361;Oberneuland (Ortsteil);2013-12-31;18 - 25;180;91;69;38;82;40;29;13;601;303
04011361;Oberneuland (Ortsteil);2013-12-31;25 - 30;122;70;45;29;38;20;39;21;304;145
04011361;Oberneuland (Ortsteil);2013-12-31;30 - 50;686;392;304;173;254;150;128;69;2521;1336
04011361;Oberneuland (Ortsteil);2013-12-31;50 - 65;417;226;120;69;203;107;94;50;2236;1110
04011361;Oberneuland (Ortsteil);2013-12-31;65 oder mehr;293;154;75;40;113;62;105;52;3366;1853
04011361;Oberneuland (Ortsteil);2013-12-31;Insgesamt;2294;1231;721;401;1042;559;531;271;10573;5462
0401137;Osterholz (Stadtteil);2013-12-31;unter 6;1478;716;154;80;786;372;538;264;545;283
0401137;Osterholz (Stadtteil);2013-12-31;6 - 15;2431;1197;360;162;1569;789;502;246;936;463
0401137;Osterholz (Stadtteil);2013-12-31;15 - 18;843;412;258;132;435;203;150;77;476;237
0401137;Osterholz (Stadtteil);2013-12-31;18 - 25;1564;740;511;249;711;324;342;167;1564;767
0401137;Osterholz (Stadtteil);2013-12-31;25 - 30;1300;634;410;203;470;232;420;199;912;435
0401137;Osterholz (Stadtteil);2013-12-31;30 - 50;5041;2589;2176;1172;1679;832;1186;585;4204;2037
0401137;Osterholz (Stadtteil);2013-12-31;50 - 65;3264;1632;984;477;1161;595;1119;560;4364;2213
0401137;Osterholz (Stadtteil);2013-12-31;65 oder mehr;1740;968;576;289;542;298;622;381;6758;4016
0401137;Osterholz (Stadtteil);2013-12-31;Insgesamt;17661;8888;5429;2764;7353;3645;4879;2479;19759;10451
04011371;Ellener Feld (Ortsteil);2013-12-31;unter 6;44;26;3;2;25;15;16;9;43;23
04011371;Ellener Feld (Ortsteil);2013-12-31;6 - 15;73;43;3;3;50;29;20;11;90;48
04011371;Ellener Feld (Ortsteil);2013-12-31;15 - 18;29;14;5;2;19;8;5;4;46;18
04011371;Ellener Feld (Ortsteil);2013-12-31;18 - 25;75;37;19;10;39;17;17;10;170;90
04011371;Ellener Feld (Ortsteil);2013-12-31;25 - 30;56;31;18;12;20;12;18;7;95;44
04011371;Ellener Feld (Ortsteil);2013-12-31;30 - 50;237;116;100;52;86;38;51;26;502;244
04011371;Ellener Feld (Ortsteil);2013-12-31;50 - 65;155;78;46;24;71;34;38;20;525;270
04011371;Ellener Feld (Ortsteil);2013-12-31;65 oder mehr;88;54;21;13;37;22;30;19;869;520
04011371;Ellener Feld (Ortsteil);2013-12-31;Insgesamt;757;399;215;118;347;175;195;106;2340;1257
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;unter 6;419;199;41;27;215;97;163;75;176;95
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;6 - 15;668;354;96;48;445;240;127;66;330;171
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;15 - 18;211;111;63;36;105;51;43;24;167;83
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;18 - 25;384;185;134;65;166;77;84;43;545;276
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;25 - 30;369;175;116;54;144;70;109;51;343;164
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;30 - 50;1419;726;594;314;495;248;330;164;1563;748
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;50 - 65;915;492;257;147;322;173;336;172;1507;772
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;65 oder mehr;529;279;192;90;155;82;182;107;2401;1413
04011372;Ellenerbrok-Schevemoor (Ortsteil);2013-12-31;Insgesamt;4914;2521;1493;781;2047;1038;1374;702;7032;3722
04011373;Tenever (Ortsteil);2013-12-31;unter 6;610;290;76;33;332;160;202;97;135;65
04011373;Tenever (Ortsteil);2013-12-31;6 - 15;1015;479;194;82;650;321;171;76;178;96
04011373;Tenever (Ortsteil);2013-12-31;15 - 18;378;177;117;60;197;87;64;30;89;45
04011373;Tenever (Ortsteil);2013-12-31;18 - 25;674;313;218;108;318;146;138;59;314;161
04011373;Tenever (Ortsteil);2013-12-31;25 - 30;494;238;152;69;186;96;156;73;171;96
04011373;Tenever (Ortsteil);2013-12-31;30 - 50;1742;914;859;467;523;270;360;177;681;328
04011373;Tenever (Ortsteil);2013-12-31;50 - 65;1108;530;367;164;395;196;346;170;739;373
04011373;Tenever (Ortsteil);2013-12-31;65 oder mehr;589;344;175;90;182;104;232;150;1328;823
04011373;Tenever (Ortsteil);2013-12-31;Insgesamt;6610;3285;2158;1073;2783;1380;1669;832;3635;1987
04011374;Osterholz (Ortsteil);2013-12-31;unter 6;123;57;8;4;63;31;52;22;123;71
04011374;Osterholz (Ortsteil);2013-12-31;6 - 15;232;118;12;6;151;69;69;43;223;104
04011374;Osterholz (Ortsteil);2013-12-31;15 - 18;90;39;26;8;50;23;14;8;122;68
04011374;Osterholz (Ortsteil);2013-12-31;18 - 25;120;52;33;12;56;25;31;15;277;116
04011374;Osterholz (Ortsteil);2013-12-31;25 - 30;108;55;29;16;43;23;36;16;168;69
04011374;Osterholz (Ortsteil);2013-12-31;30 - 50;545;277;145;84;239;109;161;84;886;442
04011374;Osterholz (Ortsteil);2013-12-31;50 - 65;282;139;64;29;130;68;88;42;935;466
04011374;Osterholz (Ortsteil);2013-12-31;65 oder mehr;96;52;38;19;32;18;26;15;1062;602
04011374;Osterholz (Ortsteil);2013-12-31;Insgesamt;1596;789;355;178;764;366;477;245;3796;1938
04011375;Blockdiek (Ortsteil);2013-12-31;unter 6;282;144;26;14;151;69;105;61;68;29
04011375;Blockdiek (Ortsteil);2013-12-31;6 - 15;443;203;55;23;273;130;115;50;115;44
04011375;Blockdiek (Ortsteil);2013-12-31;15 - 18;135;71;47;26;64;34;24;11;52;23
04011375;Blockdiek (Ortsteil);2013-12-31;18 - 25;311;153;107;54;132;59;72;40;258;124
04011375;Blockdiek (Ortsteil);2013-12-31;25 - 30;273;135;95;52;77;31;101;52;135;62
04011375;Blockdiek (Ortsteil);2013-12-31;30 - 50;1098;556;478;255;336;167;284;134;572;275
04011375;Blockdiek (Ortsteil);2013-12-31;50 - 65;804;393;250;113;243;124;311;156;658;332
04011375;Blockdiek (Ortsteil);2013-12-31;65 oder mehr;438;239;150;77;136;72;152;90;1098;658
04011375;Blockdiek (Ortsteil);2013-12-31;Insgesamt;3784;1894;1208;614;1412;686;1164;594;2956;1547
0401138;Hemelingen (Stadtteil);2013-12-31;unter 6;1229;608;262;122;709;357;258;129;827;394
0401138;Hemelingen (Stadtteil);2013-12-31;6 - 15;1619;740;410;191;985;443;224;106;1618;750
0401138;Hemelingen (Stadtteil);2013-12-31;15 - 18;576;249;248;115;279;113;49;21;714;346
0401138;Hemelingen (Stadtteil);2013-12-31;18 - 25;1311;647;699;333;472;238;140;76;2301;1151
0401138;Hemelingen (Stadtteil);2013-12-31;25 - 30;1109;514;613;277;330;153;166;84;1746;808
0401138;Hemelingen (Stadtteil);2013-12-31;30 - 50;4291;2018;2451;1159;1337;602;503;257;7889;3830
0401138;Hemelingen (Stadtteil);2013-12-31;50 - 65;1907;954;910;450;570;285;427;219;6693;3325
0401138;Hemelingen (Stadtteil);2013-12-31;65 oder mehr;1054;538;600;276;229;127;225;135;7213;4102
0401138;Hemelingen (Stadtteil);2013-12-31;Insgesamt;13096;6268;6193;2923;4911;2318;1992;1027;29001;14706
04011381;Sebaldsbrück (Ortsteil);2013-12-31;unter 6;296;157;45;25;186;98;65;34;193;87
04011381;Sebaldsbrück (Ortsteil);2013-12-31;6 - 15;359;168;59;26;253;118;47;24;319;147
04011381;Sebaldsbrück (Ortsteil);2013-12-31;15 - 18;117;52;37;21;77;29;3;2;167;95
04011381;Sebaldsbrück (Ortsteil);2013-12-31;18 - 25;334;172;158;78;133;72;43;22;532;269
04011381;Sebaldsbrück (Ortsteil);2013-12-31;25 - 30;266;129;167;75;69;35;30;19;411;181
04011381;Sebaldsbrück (Ortsteil);2013-12-31;30 - 50;1061;507;552;280;384;168;125;59;1640;793
04011381;Sebaldsbrück (Ortsteil);2013-12-31;50 - 65;499;267;236;135;165;84;98;48;1577;792
04011381;Sebaldsbrück (Ortsteil);2013-12-31;65 oder mehr;261;137;152;71;53;36;56;30;1852;1055
04011381;Sebaldsbrück (Ortsteil);2013-12-31;Insgesamt;3193;1589;1406;711;1320;640;467;238;6691;3419
04011382;Hastedt (Ortsteil);2013-12-31;unter 6;226;114;68;37;135;66;23;11;223;112
04011382;Hastedt (Ortsteil);2013-12-31;6 - 15;238;101;84;42;139;54;15;5;421;191
04011382;Hastedt (Ortsteil);2013-12-31;15 - 18;94;36;40;15;47;19;7;2;154;66
04011382;Hastedt (Ortsteil);2013-12-31;18 - 25;282;125;173;65;82;45;27;15;656;340
04011382;Hastedt (Ortsteil);2013-12-31;25 - 30;305;142;191;89;77;34;37;19;583;279
04011382;Hastedt (Ortsteil);2013-12-31;30 - 50;952;424;654;279;241;111;57;34;2416;1168
04011382;Hastedt (Ortsteil);2013-12-31;50 - 65;317;142;198;83;91;46;28;13;1777;915
04011382;Hastedt (Ortsteil);2013-12-31;65 oder mehr;209;102;121;51;47;25;41;26;1591;950
04011382;Hastedt (Ortsteil);2013-12-31;Insgesamt;2623;1186;1529;661;859;400;235;125;7821;4021
04011383;Hemelingen (Ortsteil);2013-12-31;unter 6;426;199;125;47;241;120;60;32;175;83
04011383;Hemelingen (Ortsteil);2013-12-31;6 - 15;616;282;211;97;352;158;53;27;310;143
04011383;Hemelingen (Ortsteil);2013-12-31;15 - 18;223;98;126;56;83;37;14;5;149;69
04011383;Hemelingen (Ortsteil);2013-12-31;18 - 25;477;245;297;155;151;74;29;16;530;256
04011383;Hemelingen (Ortsteil);2013-12-31;25 - 30;339;146;196;80;101;48;42;18;396;180
04011383;Hemelingen (Ortsteil);2013-12-31;30 - 50;1416;644;903;414;398;172;115;58;1630;771
04011383;Hemelingen (Ortsteil);2013-12-31;50 - 65;538;255;330;150;123;59;85;46;1386;612
04011383;Hemelingen (Ortsteil);2013-12-31;65 oder mehr;336;169;245;120;57;26;34;23;1426;800
04011383;Hemelingen (Ortsteil);2013-12-31;Insgesamt;4371;2038;2433;1119;1506;694;432;225;6002;2914
04011384;Arbergen (Ortsteil);2013-12-31;unter 6;124;65;8;5;68;34;48;26;141;64
04011384;Arbergen (Ortsteil);2013-12-31;6 - 15;186;84;26;12;116;50;44;22;302;153
04011384;Arbergen (Ortsteil);2013-12-31;15 - 18;58;26;19;10;32;14;7;2;123;52
04011384;Arbergen (Ortsteil);2013-12-31;18 - 25;96;46;23;11;54;25;19;10;280;129
04011384;Arbergen (Ortsteil);2013-12-31;25 - 30;80;41;20;12;38;18;22;11;179;88
04011384;Arbergen (Ortsteil);2013-12-31;30 - 50;347;184;133;80;139;61;75;43;1183;585
04011384;Arbergen (Ortsteil);2013-12-31;50 - 65;208;108;57;31;83;43;68;34;1017;537
04011384;Arbergen (Ortsteil);2013-12-31;65 oder mehr;83;42;31;12;26;14;26;16;1342;749
04011384;Arbergen (Ortsteil);2013-12-31;Insgesamt;1182;596;317;173;556;259;309;164;4567;2357
04011385;Mahndorf (Ortsteil);2013-12-31;unter 6;157;73;16;8;79;39;62;26;95;48
04011385;Mahndorf (Ortsteil);2013-12-31;6 - 15;220;105;30;14;125;63;65;28;266;116
04011385;Mahndorf (Ortsteil);2013-12-31;15 - 18;84;37;26;13;40;14;18;10;121;64
04011385;Mahndorf (Ortsteil);2013-12-31;18 - 25;122;59;48;24;52;22;22;13;303;157
04011385;Mahndorf (Ortsteil);2013-12-31;25 - 30;119;56;39;21;45;18;35;17;177;80
04011385;Mahndorf (Ortsteil);2013-12-31;30 - 50;515;259;209;106;175;90;131;63;1020;513
04011385;Mahndorf (Ortsteil);2013-12-31;50 - 65;345;182;89;51;108;53;148;78;936;469
04011385;Mahndorf (Ortsteil);2013-12-31;65 oder mehr;165;88;51;22;46;26;68;40;1002;548
04011385;Mahndorf (Ortsteil);2013-12-31;Insgesamt;1727;859;508;259;670;325;549;275;3920;1995
040114;West (Stadtbezirk);2013-12-31;unter 6;2710;1281;593;260;1871;898;246;123;1717;841
040114;West (Stadtbezirk);2013-12-31;6 - 15;3603;1755;976;472;2447;1199;180;84;3062;1447
040114;West (Stadtbezirk);2013-12-31;15 - 18;1130;534;580;285;494;222;56;27;1347;650
040114;West (Stadtbezirk);2013-12-31;18 - 25;2977;1512;1743;861;1050;535;184;116;5397;2790
040114;West (Stadtbezirk);2013-12-31;25 - 30;2696;1310;1593;747;811;416;292;147;4588;2360
040114;West (Stadtbezirk);2013-12-31;30 - 50;9649;4390;6289;2889;2777;1215;583;286;16337;7797
040114;West (Stadtbezirk);2013-12-31;50 - 65;3750;1872;2229;1144;1096;493;425;235;13827;6903
040114;West (Stadtbezirk);2013-12-31;65 oder mehr;2373;1105;1480;635;527;268;366;202;14214;8364
040114;West (Stadtbezirk);2013-12-31;Insgesamt;28888;13759;15483;7293;11073;5246;2332;1220;60489;31152
04011411;Blockland (Ortsteil);2013-12-31;unter 6;.;.;.;.;.;.;.;.;.;.
04011411;Blockland (Ortsteil);2013-12-31;6 - 15;.;.;.;.;.;.;.;.;.;.
04011411;Blockland (Ortsteil);2013-12-31;15 - 18;.;.;.;.;.;.;.;.;.;.
04011411;Blockland (Ortsteil);2013-12-31;18 - 25;.;.;.;.;.;.;.;.;.;.
04011411;Blockland (Ortsteil);2013-12-31;25 - 30;.;.;.;.;.;.;.;.;.;.
04011411;Blockland (Ortsteil);2013-12-31;30 - 50;.;.;.;.;.;.;.;.;.;.
04011411;Blockland (Ortsteil);2013-12-31;50 - 65;7;4;6;3;1;1;0;0;75;42
04011411;Blockland (Ortsteil);2013-12-31;65 oder mehr;4;2;1;1;2;0;1;1;92;42
04011411;Blockland (Ortsteil);2013-12-31;Insgesamt;37;16;26;10;7;3;4;3;365;188
0401142;Findorff (Stadtteil);2013-12-31;unter 6;372;183;39;16;265;130;68;37;591;288
0401142;Findorff (Stadtteil);2013-12-31;6 - 15;455;237;64;29;356;191;35;17;1013;466
0401142;Findorff (Stadtteil);2013-12-31;15 - 18;129;70;42;24;74;40;13;6;440;210
0401142;Findorff (Stadtteil);2013-12-31;18 - 25;471;264;221;118;200;111;50;35;1848;986
0401142;Findorff (Stadtteil);2013-12-31;25 - 30;563;304;276;144;174;100;113;60;1816;983
0401142;Findorff (Stadtteil);2013-12-31;30 - 50;1650;830;904;461;608;289;138;80;5797;2846
0401142;Findorff (Stadtteil);2013-12-31;50 - 65;683;340;328;159;273;127;82;54;4480;2336
0401142;Findorff (Stadtteil);2013-12-31;65 oder mehr;470;253;223;106;142;85;105;62;4829;2904
0401142;Findorff (Stadtteil);2013-12-31;Insgesamt;4793;2481;2097;1057;2092;1073;604;351;20814;11019
04011421;Regensburger Straße (Ortsteil);2013-12-31;unter 6;96;47;6;2;79;40;11;5;177;84
04011421;Regensburger Straße (Ortsteil);2013-12-31;6 - 15;140;69;29;14;105;53;6;2;281;125
04011421;Regensburger Straße (Ortsteil);2013-12-31;15 - 18;42;26;13;9;28;17;1;0;137;63
04011421;Regensburger Straße (Ortsteil);2013-12-31;18 - 25;154;83;76;37;66;36;12;10;590;326
04011421;Regensburger Straße (Ortsteil);2013-12-31;25 - 30;155;82;74;39;58;32;23;11;501;262
04011421;Regensburger Straße (Ortsteil);2013-12-31;30 - 50;497;234;305;146;168;76;24;12;1616;827
04011421;Regensburger Straße (Ortsteil);2013-12-31;50 - 65;194;88;108;45;65;29;21;14;1159;584
04011421;Regensburger Straße (Ortsteil);2013-12-31;65 oder mehr;134;66;89;38;29;17;16;11;908;549
04011421;Regensburger Straße (Ortsteil);2013-12-31;Insgesamt;1412;695;700;330;598;300;114;65;5369;2820
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;unter 6;123;54;13;4;92;41;18;9;164;73
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;6 - 15;110;60;12;5;91;52;7;3;198;86
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;15 - 18;22;10;9;4;12;5;1;1;90;43
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;18 - 25;145;79;68;33;65;39;12;7;594;315
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;25 - 30;203;104;102;50;62;34;39;20;661;378
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;30 - 50;504;257;281;150;184;84;39;23;1613;735
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;50 - 65;186;81;99;42;75;31;12;8;943;471
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;65 oder mehr;114;56;59;27;38;23;17;6;789;460
04011422;Findorff-Bürgerweide (Ortsteil);2013-12-31;Insgesamt;1407;701;643;315;619;309;145;77;5052;2561
04011423;Weidedamm (Ortsteil);2013-12-31;unter 6;151;81;20;10;92;48;39;23;250;131
04011423;Weidedamm (Ortsteil);2013-12-31;6 - 15;202;106;23;10;157;84;22;12;527;251
04011423;Weidedamm (Ortsteil);2013-12-31;15 - 18;63;33;20;11;33;17;10;5;206;101
04011423;Weidedamm (Ortsteil);2013-12-31;18 - 25;170;102;75;48;69;36;26;18;656;340
04011423;Weidedamm (Ortsteil);2013-12-31;25 - 30;204;118;99;55;54;34;51;29;649;339
04011423;Weidedamm (Ortsteil);2013-12-31;30 - 50;641;335;312;162;256;129;73;44;2538;1271
04011423;Weidedamm (Ortsteil);2013-12-31;50 - 65;298;168;118;71;133;67;47;30;2319;1257
04011423;Weidedamm (Ortsteil);2013-12-31;65 oder mehr;220;131;74;41;75;45;71;45;3038;1841
04011423;Weidedamm (Ortsteil);2013-12-31;Insgesamt;1949;1074;741;408;869;460;339;206;10183;5531
04011424;In den Hufen (Ortsteil);2013-12-31;unter 6;.;.;.;.;.;.;.;.;.;.
04011424;In den Hufen (Ortsteil);2013-12-31;6 - 15;.;.;.;.;.;.;.;.;.;.
04011424;In den Hufen (Ortsteil);2013-12-31;15 - 18;.;.;.;.;.;.;.;.;.;.
04011424;In den Hufen (Ortsteil);2013-12-31;18 - 25;.;.;.;.;.;.;.;.;.;.
04011424;In den Hufen (Ortsteil);2013-12-31;25 - 30;.;.;.;.;.;.;.;.;.;.
04011424;In den Hufen (Ortsteil);2013-12-31;30 - 50;.;.;.;.;.;.;.;.;.;.
04011424;In den Hufen (Ortsteil);2013-12-31;50 - 65;5;3;3;1;0;0;2;2;59;24
